player_name,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,nb_saisons,country,is_french,is_european,continent
Pacome Dadiet,20.0,201.0,91.0,45.0,4.5,2.1,0.8,-3.0,0.04,0.13,0.12,0.53,0.08,1,France,True,True,Europe
Paolo Banchero,20.0,208.28,113.4,72.0,20.0,6.9,3.7,-4.2,0.04,0.17,0.27,0.53,0.17,1,USA,False,False,Amérique du Nord
Pape Sow,24.0,208.28,113.4,25.33,2.4,2.4,0.2,-18.13,0.12,0.2,0.15,0.46,0.04,3,Senegal,False,False,Afrique
Pape Sy,23.0,200.66,102.06,3.0,2.3,1.0,0.7,-25.6,0.1,0.07,0.22,0.48,0.22,1,France,True,True,Europe
Paris Bass,26.0,203.2,90.72,2.0,3.0,2.0,0.0,0.7,0.2,0.22,0.36,0.44,0.0,1,USA,False,False,Amérique du Nord
Pascal Siakam,26.78,205.23,103.36,68.0,17.83,6.77,3.58,5.17,0.05,0.18,0.23,0.57,0.17,9,Cameroon,False,False,Afrique
Pat Burke,31.33,210.82,113.4,42.33,3.43,2.03,0.33,-8.73,0.07,0.17,0.21,0.45,0.06,3,Ireland,False,False,Autre
Pat Connaughton,26.5,195.26,94.74,59.75,5.7,3.28,1.19,1.31,0.04,0.14,0.13,0.55,0.1,8,USA,False,False,Amérique du Nord
Pat Garrity,26.5,205.74,107.95,55.2,5.87,2.16,0.7,-4.49,0.03,0.11,0.16,0.49,0.07,10,USA,False,False,Amérique du Nord
Patricio Garino,24.0,198.12,92.08,5.0,0.0,1.4,0.0,-21.1,0.02,0.13,0.1,0.0,0.0,1,Argentina,False,False,Amérique du Sud
Patrick Baldwin,20.0,205.74,99.79,31.0,3.9,1.3,0.4,-12.3,0.0,0.19,0.23,0.55,0.08,1,USA,False,False,Amérique du Nord
Patrick Beverley,29.0,185.65,84.12,53.91,8.72,4.1,3.32,5.5,0.04,0.11,0.15,0.55,0.18,11,USA,False,False,Amérique du Nord
Patrick Christopher,27.0,196.0,94.0,4.0,1.5,1.5,0.0,-22.8,0.08,0.18,0.21,0.25,0.0,1,USA,False,False,Amérique du Nord
Patrick Ewing,35.14,211.91,113.4,50.71,13.07,7.46,1.01,-0.97,0.07,0.23,0.25,0.47,0.08,7,Jamaica,False,False,Autre
Patrick McCaw,23.0,200.66,83.19,39.8,3.24,1.48,1.28,-8.6,0.02,0.08,0.09,0.63,0.12,5,USA,False,False,Amérique du Nord
Patrick O'Bryant,22.5,213.36,113.28,22.5,1.92,1.3,0.3,-7.18,0.07,0.19,0.18,0.51,0.07,4,USA,False,False,Amérique du Nord
Patrick Patterson,27.0,205.28,106.18,65.36,6.56,3.79,0.99,2.55,0.06,0.14,0.14,0.54,0.07,11,USA,False,False,Amérique du Nord
Patrick Williams,20.0,200.66,97.52,56.67,9.47,4.23,1.17,-5.0,0.04,0.12,0.15,0.59,0.06,3,USA,False,False,Amérique du Nord
Patty Mills,28.0,183.36,82.83,61.93,8.38,1.53,2.09,1.87,0.02,0.07,0.21,0.56,0.18,15,Australia,False,False,Océanie
Pau Gasol,29.5,213.36,111.73,68.11,16.56,9.04,3.16,1.48,0.08,0.22,0.23,0.56,0.17,18,Spain,False,True,Europe
Paul Davis,23.5,210.82,122.47,20.5,2.65,1.5,0.65,-3.45,0.08,0.11,0.2,0.46,0.25,4,USA,False,False,Amérique du Nord
Paul George,27.0,204.37,99.3,61.0,19.8,6.17,3.6,5.61,0.03,0.17,0.27,0.56,0.18,13,USA,False,False,Amérique du Nord
Paul Grant,27.5,213.36,111.13,8.0,1.6,0.95,0.15,-21.65,0.08,0.06,0.2,0.4,0.03,2,USA,False,False,Amérique du Nord
Paul McPherson,22.0,193.04,95.25,55.0,4.8,1.4,0.7,-2.5,0.07,0.08,0.2,0.54,0.1,1,USA,False,False,Amérique du Nord
Paul Millsap,29.5,202.72,114.33,67.81,13.1,6.89,2.18,4.04,0.09,0.19,0.21,0.56,0.12,16,USA,False,False,Amérique du Nord
Paul Pierce,30.0,199.72,105.04,70.68,18.93,5.44,3.36,3.69,0.03,0.16,0.26,0.57,0.17,19,USA,False,False,Amérique du Nord
Paul Reed,23.0,205.74,95.25,44.33,3.57,2.83,0.43,1.53,0.14,0.18,0.17,0.58,0.08,3,USA,False,False,Amérique du Nord
Paul Shirley,26.5,208.28,104.33,8.0,2.15,1.25,0.45,-31.4,0.07,0.08,0.2,0.45,0.15,2,USA,False,False,Amérique du Nord
Paul Watson,26.0,198.12,95.25,15.33,3.53,2.13,0.77,-1.1,0.02,0.15,0.13,0.53,0.09,3,USA,False,False,Amérique du Nord
Paul Zipser,23.5,203.2,98.88,49.0,4.75,2.6,0.85,-5.3,0.02,0.14,0.15,0.47,0.07,2,Germany,False,True,Europe
Pavel Podkolzin,20.5,226.06,117.93,3.0,1.6,3.7,0.0,-4.5,0.0,0.36,0.19,0.45,0.0,2,Russia,False,True,Europe
Payton Pritchard,24.0,185.42,88.45,61.67,6.5,2.03,1.7,1.4,0.03,0.1,0.18,0.57,0.17,3,USA,False,False,Amérique du Nord
Peja Stojakovic,28.0,207.5,103.87,61.85,16.32,4.5,1.64,4.39,0.03,0.12,0.21,0.57,0.08,13,Serbia and Montenegro,False,False,Autre
Pepe Sanchez,25.0,193.04,88.45,19.0,0.35,0.6,1.15,-0.1,0.06,0.08,0.1,0.17,0.38,2,Argentina,False,False,Amérique du Sud
Pero Antic,31.5,210.82,117.93,56.5,6.35,3.6,1.0,4.9,0.07,0.17,0.18,0.53,0.09,2,Macedonia,False,False,Autre
Perry Jones III,22.0,210.82,106.59,47.67,3.37,1.73,0.37,-0.6,0.03,0.15,0.16,0.47,0.05,3,USA,False,False,Amérique du Nord
Pervis Ellison,32.0,205.74,95.25,19.5,2.0,2.78,0.57,-3.18,0.1,0.19,0.11,0.47,0.09,4,USA,False,False,Amérique du Nord
Pete Chilcutt,29.5,208.28,109.43,59.5,3.5,2.85,0.85,-11.12,0.08,0.17,0.13,0.49,0.09,4,USA,False,False,Amérique du Nord
Pete Myers,34.0,198.12,81.65,9.0,1.6,1.1,0.3,6.8,0.14,0.14,0.2,0.55,0.16,1,USA,False,False,Amérique du Nord
Peter John Ramos,20.0,220.98,124.74,6.0,1.8,0.7,0.0,-12.7,0.05,0.25,0.29,0.51,0.0,1,Puerto Rico,False,False,Amérique du Sud
Petr Cornelie,26.0,210.82,99.79,13.0,1.1,1.1,0.2,5.8,0.16,0.22,0.21,0.42,0.12,1,France,True,True,Europe
Peyton Siva,23.0,182.88,83.91,24.0,2.3,0.6,1.4,-6.3,0.01,0.06,0.16,0.42,0.26,1,USA,False,False,Amérique du Nord
Peyton Watson,20.0,200.66,90.72,23.0,3.3,1.6,0.5,-12.0,0.04,0.14,0.17,0.55,0.09,1,USA,False,False,Amérique du Nord
Phil Pressey,24.0,180.34,79.38,49.33,3.2,1.43,2.93,-2.3,0.02,0.11,0.17,0.43,0.33,3,USA,False,False,Amérique du Nord
Pierre Jackson,25.0,177.8,81.65,8.0,4.4,1.1,2.4,31.7,0.01,0.11,0.23,0.42,0.32,1,USA,False,False,Amérique du Nord
Pooh Jeter,27.0,180.34,79.38,62.0,4.1,1.1,2.6,-5.9,0.01,0.08,0.16,0.46,0.28,1,USA,False,False,Amérique du Nord
Pooh Richardson,32.0,185.42,81.65,46.33,4.1,1.43,2.97,-10.7,0.02,0.09,0.16,0.41,0.32,3,USA,False,False,Amérique du Nord
Popeye Jones,30.5,203.2,114.7,38.25,4.32,4.51,0.79,-5.16,0.13,0.17,0.14,0.4,0.07,8,USA,False,False,Amérique du Nord
Pops Mensah-Bonsu,25.25,206.38,107.73,15.25,2.42,2.58,0.2,-7.65,0.14,0.23,0.17,0.45,0.04,4,USA,False,False,Amérique du Nord
Precious Achiuwa,22.0,203.2,102.06,63.0,7.77,5.3,0.83,-2.3,0.08,0.19,0.18,0.54,0.07,3,Nigeria,False,False,Afrique
Predrag Drobnjak,27.5,210.82,123.15,69.5,7.72,3.48,0.78,-5.12,0.06,0.15,0.21,0.48,0.07,4,Yugoslavia,False,False,Autre
Predrag Savovic,27.0,198.12,102.06,27.0,3.1,0.9,0.8,-9.8,0.04,0.08,0.2,0.39,0.17,1,Yugoslavia,False,False,Autre
Priest Lauderdale,23.5,223.52,151.5,37.0,3.45,1.9,0.4,-5.1,0.09,0.21,0.28,0.51,0.11,2,USA,False,False,Amérique du Nord
Primoz Brezec,25.62,215.9,114.14,42.75,4.88,2.76,0.39,-5.36,0.11,0.14,0.18,0.49,0.05,8,Slovenia,False,True,Europe
Quentin Grimes,22.5,194.31,95.25,58.5,8.65,2.6,1.55,0.7,0.02,0.08,0.15,0.59,0.1,2,USA,False,False,Amérique du Nord
Quentin Richardson,27.0,197.92,104.4,60.23,9.63,5.08,1.41,-3.26,0.06,0.15,0.19,0.48,0.09,13,USA,False,False,Amérique du Nord
Quenton Jackson,24.0,195.58,78.47,9.0,6.2,0.9,1.7,-6.7,0.01,0.04,0.16,0.54,0.16,1,USA,False,False,Amérique du Nord
Quincy Acy,25.0,200.66,106.92,48.14,4.46,3.27,0.63,-2.16,0.06,0.17,0.13,0.54,0.06,7,USA,False,False,Amérique du Nord
Quincy Douby,24.0,190.5,79.38,47.67,3.97,1.07,0.67,-7.17,0.03,0.09,0.19,0.48,0.1,3,USA,False,False,Amérique du Nord
Quincy Lewis,24.75,200.66,97.52,39.75,3.1,1.12,0.52,-7.78,0.04,0.09,0.18,0.45,0.09,4,USA,False,False,Amérique du Nord
Quincy Miller,21.0,205.74,95.25,23.0,3.03,1.7,0.57,2.27,0.04,0.11,0.18,0.38,0.09,3,USA,False,False,Amérique du Nord
Quincy Pondexter,26.57,199.21,102.06,50.71,4.39,1.7,0.76,-5.9,0.04,0.1,0.14,0.52,0.08,7,USA,False,False,Amérique du Nord
Quinn Cook,26.0,186.94,81.37,37.6,6.08,1.4,1.62,-3.12,0.01,0.08,0.2,0.56,0.17,5,USA,False,False,Amérique du Nord
Quinndary Weatherspoon,24.0,190.5,92.99,14.0,2.03,0.83,0.63,-14.97,0.02,0.11,0.15,0.51,0.13,3,USA,False,False,Amérique du Nord
Quinton Ross,27.0,198.12,87.54,65.43,3.77,1.91,0.87,-1.67,0.04,0.09,0.12,0.45,0.07,7,USA,False,False,Amérique du Nord
Qyntel Woods,23.5,203.2,100.13,41.75,4.0,2.28,0.48,-5.35,0.06,0.16,0.19,0.48,0.07,4,USA,False,False,Amérique du Nord
R.J. Hampton,21.0,193.04,79.38,54.0,6.97,2.8,1.77,-12.47,0.02,0.12,0.18,0.52,0.15,3,USA,False,False,Amérique du Nord
RJ Barrett,22.17,197.41,98.05,65.67,19.47,5.83,3.25,-1.57,0.03,0.16,0.26,0.53,0.15,6,Canada,False,False,Amérique du Nord
RJ Hunter,23.0,195.58,83.91,20.5,3.25,1.0,0.5,-1.2,0.0,0.11,0.18,0.47,0.09,2,USA,False,False,Amérique du Nord
RJ Nembhard Jr.,23.0,193.04,90.72,14.0,1.1,0.5,0.9,-8.4,0.04,0.06,0.16,0.38,0.34,1,USA,False,False,Amérique du Nord
Raef LaFrentz,27.5,210.82,110.45,56.3,9.4,5.63,0.97,-1.6,0.08,0.18,0.17,0.53,0.06,10,USA,False,False,Amérique du Nord
Rafael Addison,32.0,203.2,109.32,41.0,3.1,1.1,0.8,-4.0,0.07,0.09,0.19,0.48,0.15,1,USA,False,False,Amérique du Nord
Rafael Araujo,25.0,210.82,125.49,46.33,2.73,2.77,0.33,-0.7,0.09,0.22,0.16,0.45,0.05,3,Brazil,False,False,Amérique du Sud
Rafer Alston,28.0,187.96,78.55,61.0,8.95,2.55,4.4,-1.77,0.02,0.1,0.19,0.46,0.3,11,USA,False,False,Amérique du Nord
RaiQuan Gray,23.0,200.66,122.02,1.0,16.0,9.0,7.0,-17.5,0.08,0.18,0.2,0.62,0.35,1,USA,False,False,Amérique du Nord
Raja Bell,29.5,195.58,95.03,58.83,9.2,2.6,1.58,2.22,0.02,0.09,0.16,0.53,0.09,12,U.S. Virgin Islands,False,False,Autre
Rajon Rondo,28.5,185.42,81.73,59.81,9.62,4.49,7.94,0.73,0.03,0.13,0.18,0.5,0.39,16,USA,False,False,Amérique du Nord
Rakeem Christmas,25.0,205.74,113.4,29.0,2.0,1.9,0.1,-10.6,0.13,0.16,0.12,0.53,0.03,1,USA,False,False,Amérique du Nord
Ramon Sessions,27.0,190.5,86.18,62.82,9.75,2.61,4.18,-6.01,0.02,0.11,0.21,0.52,0.29,11,USA,False,False,Amérique du Nord
Randell Jackson,23.0,210.82,97.52,27.0,4.2,2.0,0.3,-9.6,0.12,0.1,0.24,0.47,0.06,1,USA,False,False,Amérique du Nord
Randolph Childress,24.0,187.96,85.28,23.0,1.7,0.3,0.7,-0.9,0.01,0.04,0.18,0.45,0.2,1,USA,False,False,Amérique du Nord
Randolph Morris,22.5,210.82,121.34,18.5,1.72,1.55,0.12,-11.28,0.06,0.23,0.16,0.42,0.03,4,USA,False,False,Amérique du Nord
Randy Brown,32.0,187.96,86.38,46.86,4.2,1.6,2.44,-6.61,0.02,0.08,0.14,0.38,0.33,7,USA,False,False,Amérique du Nord
Randy Foye,28.0,193.04,96.82,68.36,10.38,2.26,2.85,-4.38,0.01,0.09,0.2,0.52,0.18,11,USA,False,False,Amérique du Nord
Randy Holcomb,26.0,205.74,99.79,4.0,0.5,0.3,0.0,7.0,0.17,0.0,0.05,1.0,0.0,1,USA,False,False,Amérique du Nord
Randy Livingston,26.5,193.04,94.89,19.9,3.35,1.13,1.48,-1.65,0.02,0.09,0.15,0.38,0.21,10,USA,False,False,Amérique du Nord
Rashad McCants,22.5,193.04,97.3,62.25,9.35,1.92,1.3,-4.47,0.03,0.09,0.24,0.51,0.11,4,USA,False,False,Amérique du Nord
Rashad Vaughn,20.0,198.12,91.63,46.33,2.97,1.1,0.57,-5.4,0.01,0.09,0.15,0.46,0.08,3,USA,False,False,Amérique du Nord
Rashard Lewis,26.5,208.28,101.07,65.56,13.77,4.87,1.56,0.71,0.05,0.13,0.2,0.54,0.08,16,USA,False,False,Amérique du Nord
Rasheed Wallace,29.13,210.82,103.57,69.6,14.27,6.63,1.74,6.4,0.05,0.2,0.22,0.53,0.09,15,USA,False,False,Amérique du Nord
Rasho Nesterovic,28.5,213.36,114.15,67.58,6.47,4.88,0.98,3.32,0.1,0.17,0.16,0.5,0.07,12,Slovenia,False,True,Europe
Rasual Butler,30.23,200.66,94.73,62.23,6.82,2.21,0.76,-1.32,0.02,0.11,0.17,0.5,0.07,13,USA,False,False,Amérique du Nord
Ratko Varda,23.0,215.9,117.93,1.0,5.0,1.0,0.0,-41.6,0.0,0.5,0.31,0.73,0.0,1,Yugoslavia,False,False,Autre
Raul Lopez,24.5,182.88,75.98,56.5,6.1,1.6,3.85,1.2,0.02,0.09,0.2,0.52,0.36,2,Spain,False,True,Europe
Raul Neto,27.5,186.06,81.42,54.38,5.35,1.45,2.01,5.55,0.02,0.08,0.17,0.56,0.2,8,Brazil,False,False,Amérique du Sud
Rawle Alkins,21.0,195.58,102.06,10.0,3.7,2.6,1.3,-5.5,0.08,0.12,0.17,0.42,0.14,1,USA,False,False,Amérique du Nord
Rawle Marshall,24.5,200.66,86.18,31.5,2.8,1.0,0.35,-3.7,0.03,0.09,0.16,0.47,0.07,2,USA,False,False,Amérique du Nord
Ray Allen,29.5,195.58,92.99,72.22,18.88,4.05,3.38,3.77,0.03,0.1,0.23,0.58,0.16,18,USA,False,False,Amérique du Nord
Ray McCallum,24.0,190.5,86.18,51.33,5.63,1.83,2.33,-3.93,0.03,0.09,0.18,0.46,0.2,3,USA,False,False,Amérique du Nord
Ray Owes,24.0,205.74,101.6,57.0,3.1,2.9,0.3,-8.0,0.12,0.19,0.17,0.44,0.04,1,USA,False,False,Amérique du Nord
Ray Spalding,23.0,207.01,99.79,8.0,2.95,2.7,0.2,-11.35,0.09,0.14,0.16,0.46,0.03,2,USA,False,False,Amérique du Nord
Rayan Rupert,19.5,200.0,88.0,38.5,4.65,2.2,0.8,-5.0,0.04,0.16,0.15,0.54,0.1,2,France,True,True,Europe
Rayjon Tucker,23.0,190.5,94.8,13.0,3.23,1.13,0.9,-4.93,0.03,0.12,0.13,0.7,0.12,3,USA,False,False,Amérique du Nord
Raymond Felton,28.5,185.42,91.85,69.36,10.59,2.77,4.98,-0.09,0.02,0.09,0.2,0.5,0.27,14,USA,False,False,Amérique du Nord
Reece Gaines,24.0,198.12,92.99,23.67,1.63,0.57,0.57,-13.4,0.01,0.06,0.15,0.41,0.12,3,USA,False,False,Amérique du Nord
Reggie Bullock,27.5,199.64,92.99,51.2,6.98,2.46,1.11,-0.4,0.02,0.11,0.13,0.55,0.07,10,USA,False,False,Amérique du Nord
Reggie Evans,29.0,203.2,111.13,62.23,3.99,7.05,0.58,-3.18,0.15,0.3,0.12,0.5,0.05,13,USA,False,False,Amérique du Nord
Reggie Geary,23.5,187.96,84.82,50.5,2.0,0.75,1.05,7.6,0.03,0.07,0.16,0.42,0.22,2,USA,False,False,Amérique du Nord
Reggie Hanson,29.0,203.2,88.45,8.0,0.8,0.8,0.1,7.3,0.17,0.19,0.16,0.5,0.06,1,USA,False,False,Amérique du Nord
Reggie Hearn,26.0,195.58,95.25,3.0,1.0,0.0,0.0,-35.7,0.0,0.0,0.1,0.75,0.0,1,USA,False,False,Amérique du Nord
Reggie Jackson,27.5,189.86,94.35,64.25,12.41,2.84,4.14,2.02,0.02,0.1,0.24,0.52,0.26,12,USA,False,False,Amérique du Nord
Reggie Jordan,30.5,193.04,88.45,34.75,1.92,1.6,0.98,4.68,0.1,0.12,0.14,0.46,0.18,4,USA,False,False,Amérique du Nord
Reggie Miller,35.0,200.66,86.79,74.33,16.71,2.86,2.68,4.51,0.01,0.08,0.2,0.6,0.13,9,USA,False,False,Amérique du Nord
Reggie Perry,21.5,203.2,113.4,18.0,6.1,3.75,0.85,-11.95,0.1,0.18,0.21,0.5,0.11,2,USA,False,False,Amérique du Nord
Reggie Slater,29.0,200.66,112.64,37.17,4.98,2.6,0.45,-3.83,0.12,0.14,0.21,0.54,0.06,6,USA,False,False,Amérique du Nord
Reggie Williams,27.0,201.0,86.0,27.38,6.54,1.96,1.18,-10.6,0.03,0.1,0.2,0.53,0.13,8,USA,False,False,Amérique du Nord
Renaldo Balkman,24.5,203.2,95.63,36.83,3.23,2.67,0.5,-3.52,0.08,0.17,0.14,0.51,0.07,6,USA,False,False,Amérique du Nord
Renaldo Major,25.0,200.66,86.18,1.0,5.0,2.0,0.0,21.5,0.0,0.09,0.17,0.23,0.0,1,USA,False,False,Amérique du Nord
Rex Chapman,30.5,193.04,87.32,56.0,12.1,2.38,2.47,2.35,0.01,0.09,0.21,0.51,0.14,4,USA,False,False,Amérique du Nord
Rex Walters,28.5,193.04,86.75,40.75,3.7,1.25,1.65,-4.6,0.02,0.08,0.16,0.53,0.22,4,USA,False,False,Amérique du Nord
Richard Hamilton,28.5,200.3,87.02,65.79,16.59,3.01,3.37,1.74,0.03,0.08,0.26,0.52,0.19,14,USA,False,False,Amérique du Nord
Richard Jefferson,30.0,200.66,103.47,69.47,12.22,3.92,2.02,0.14,0.03,0.13,0.19,0.56,0.12,17,USA,False,False,Amérique du Nord
Richard Manning,27.0,210.82,111.13,26.0,2.9,1.5,0.1,-6.8,0.08,0.14,0.21,0.42,0.03,1,USA,False,False,Amérique du Nord
Richaun Holmes,25.5,207.64,107.73,52.25,8.76,5.31,0.98,-3.84,0.09,0.18,0.16,0.64,0.07,8,USA,False,False,Amérique du Nord
Richie Frahm,27.75,195.58,94.35,35.0,3.8,1.2,0.62,-0.5,0.03,0.1,0.16,0.52,0.09,4,USA,False,False,Amérique du Nord
Rick Brunson,30.0,193.04,86.43,37.44,2.82,1.12,2.1,-1.83,0.03,0.09,0.17,0.45,0.3,9,USA,False,False,Amérique du Nord
Rick Fox,30.5,200.66,109.37,70.25,9.28,3.71,2.94,4.2,0.04,0.11,0.17,0.52,0.16,8,Canada,False,False,Amérique du Nord
Rick Hughes,26.0,205.74,106.59,21.0,3.9,2.3,0.4,2.2,0.11,0.12,0.18,0.49,0.06,1,USA,False,False,Amérique du Nord
Rick Mahorn,39.0,208.28,117.93,32.33,1.9,2.37,0.23,-2.27,0.09,0.19,0.13,0.41,0.04,3,USA,False,False,Amérique du Nord
Ricky Davis,24.5,200.66,90.3,61.33,11.46,2.99,2.91,-3.68,0.03,0.1,0.22,0.51,0.19,12,USA,False,False,Amérique du Nord
Ricky Ledo,21.5,200.66,88.45,14.0,3.5,1.15,0.65,-0.45,0.04,0.08,0.26,0.47,0.12,2,USA,False,False,Amérique du Nord
Ricky Pierce,37.5,193.04,97.52,49.5,7.45,1.6,1.1,-7.05,0.04,0.08,0.21,0.52,0.13,2,USA,False,False,Amérique du Nord
Ricky Rubio,26.5,191.77,85.46,58.17,10.67,4.08,7.28,2.06,0.02,0.13,0.19,0.5,0.36,12,Spain,False,True,Europe
Rik Smits,31.5,223.52,120.2,63.25,15.4,6.12,1.23,4.92,0.07,0.19,0.28,0.53,0.08,4,USA,False,False,Amérique du Nord
Rob Kurz,24.0,205.74,105.23,40.0,3.9,2.0,0.5,-14.2,0.07,0.12,0.16,0.51,0.07,1,USA,False,False,Amérique du Nord
Robbie Hummel,25.5,204.47,99.56,49.0,3.9,2.75,0.5,-4.8,0.05,0.17,0.12,0.51,0.05,2,USA,False,False,Amérique du Nord
Robert Archibald,23.5,210.82,113.4,22.0,1.3,1.5,0.35,-4.8,0.09,0.16,0.16,0.34,0.08,2,Scotland,False,False,Autre
Robert Covington,27.5,203.71,97.34,58.5,10.28,5.12,1.32,2.89,0.03,0.16,0.17,0.56,0.07,10,USA,False,False,Amérique du Nord
Robert Franks,24.0,200.66,102.06,7.0,6.1,2.0,0.7,-14.4,0.05,0.08,0.15,0.64,0.07,1,USA,False,False,Amérique du Nord
Robert Hite,23.0,187.96,83.46,12.0,4.3,1.3,0.7,-7.5,0.03,0.1,0.24,0.39,0.12,1,USA,False,False,Amérique du Nord
Robert Horry,31.5,208.28,105.31,67.67,5.55,4.44,1.71,7.5,0.08,0.16,0.14,0.51,0.12,12,USA,False,False,Amérique du Nord
Robert Pack,31.5,187.96,86.18,33.0,7.18,1.76,3.99,-10.11,0.02,0.08,0.21,0.47,0.33,8,USA,False,False,Amérique du Nord
Robert Parish,43.0,215.9,110.68,43.0,3.7,2.1,0.5,14.9,0.11,0.13,0.2,0.51,0.08,1,USA,False,False,Amérique du Nord
Robert Sacre,25.5,213.36,120.2,47.25,3.7,2.85,0.6,-6.8,0.08,0.15,0.14,0.46,0.07,4,Canada,False,False,Amérique du Nord
Robert Swift,21.0,214.63,113.96,24.25,3.1,2.9,0.18,-14.2,0.07,0.16,0.13,0.49,0.03,4,USA,False,False,Amérique du Nord
Robert Traylor,25.0,203.2,129.14,62.57,4.69,3.67,0.7,-0.77,0.12,0.19,0.18,0.5,0.08,7,USA,False,False,Amérique du Nord
Robert Werdann,26.0,210.82,113.4,6.0,1.5,1.0,0.0,-14.5,0.11,0.14,0.14,0.54,0.0,1,USA,False,False,Amérique du Nord
Robert Whaley,24.0,208.28,117.93,23.0,2.1,1.9,0.7,-12.6,0.09,0.14,0.16,0.41,0.14,1,USA,False,False,Amérique du Nord
Robert Williams III,23.0,205.23,107.77,41.8,6.74,6.34,1.26,4.4,0.12,0.2,0.12,0.73,0.09,5,USA,False,False,Amérique du Nord
Robert Woodard II,21.5,198.12,106.59,12.5,1.05,1.05,0.25,11.65,0.08,0.19,0.18,0.32,0.07,2,USA,False,False,Amérique du Nord
Robin Lopez,28.0,213.36,120.08,65.07,8.13,4.49,0.81,-1.64,0.1,0.12,0.17,0.58,0.06,15,USA,False,False,Amérique du Nord
Rod Strickland,34.0,190.5,83.91,58.33,10.87,3.32,6.61,-0.4,0.03,0.11,0.21,0.47,0.37,9,USA,False,False,Amérique du Nord
Rodions Kurucs,22.0,205.74,100.7,43.67,4.87,2.63,0.8,-0.7,0.04,0.14,0.15,0.52,0.09,3,Latvia,False,True,Europe
Rodney Buford,24.4,195.58,86.82,46.0,5.58,2.2,0.68,-9.84,0.03,0.12,0.2,0.44,0.08,5,USA,False,False,Amérique du Nord
Rodney Carney,25.0,200.66,92.53,59.8,5.8,1.94,0.44,-5.12,0.04,0.11,0.19,0.51,0.05,5,USA,False,False,Amérique du Nord
Rodney Hood,25.5,203.2,94.29,56.0,10.05,2.61,1.58,-0.68,0.02,0.1,0.18,0.53,0.1,8,USA,False,False,Amérique du Nord
Rodney McGruder,28.0,193.04,92.34,45.29,5.6,2.47,1.09,-0.93,0.04,0.1,0.13,0.55,0.09,7,USA,False,False,Amérique du Nord
Rodney Purvis,24.0,193.04,92.99,16.0,6.0,1.7,1.1,-9.1,0.0,0.08,0.19,0.42,0.09,1,USA,False,False,Amérique du Nord
Rodney Rogers,30.0,200.66,116.42,71.11,10.68,4.6,1.98,-1.51,0.06,0.15,0.21,0.52,0.14,9,USA,False,False,Amérique du Nord
Rodney Stuckey,26.5,195.58,92.99,65.1,12.2,2.88,3.49,-2.09,0.03,0.1,0.23,0.51,0.22,10,USA,False,False,Amérique du Nord
Rodney White,23.5,205.74,105.23,54.5,6.28,1.98,1.02,-2.0,0.03,0.13,0.25,0.47,0.13,4,USA,False,False,Amérique du Nord
Rodrick Rhodes,24.5,198.12,102.06,35.5,4.55,1.25,1.35,-16.25,0.04,0.05,0.22,0.39,0.17,2,USA,False,False,Amérique du Nord
Rodrigue Beaubois,23.5,186.69,82.21,45.5,7.1,1.85,2.1,2.8,0.02,0.11,0.23,0.52,0.21,4,France,True,True,Europe
Roger Mason Jr.,28.1,195.58,93.8,51.8,5.21,1.52,1.14,-3.26,0.01,0.11,0.17,0.51,0.12,10,USA,False,False,Amérique du Nord
Roko Ukic,24.5,195.58,84.59,42.5,3.65,0.6,1.5,-0.2,0.02,0.05,0.2,0.5,0.24,2,USA,False,False,Amérique du Nord
Romeo Langford,21.5,194.31,97.98,35.25,4.25,2.05,0.68,-2.17,0.04,0.08,0.12,0.48,0.06,4,USA,False,False,Amérique du Nord
Ron Baker,25.0,193.04,99.79,32.0,2.47,1.2,1.57,-1.5,0.01,0.08,0.11,0.42,0.16,3,USA,False,False,Amérique du Nord
Ron Harper,35.0,198.12,97.79,64.0,8.06,3.76,2.9,6.3,0.05,0.12,0.16,0.5,0.17,5,USA,False,False,Amérique du Nord
Ron Harper Jr.,23.0,195.58,111.13,9.0,2.2,0.8,0.4,21.8,0.05,0.09,0.14,0.61,0.11,1,USA,False,False,Amérique du Nord
Ron Mercer,25.5,200.66,95.54,54.0,12.89,2.99,2.0,-5.01,0.03,0.09,0.23,0.46,0.12,8,USA,False,False,Amérique du Nord
Ronald Dupree,25.83,200.66,94.8,26.17,2.4,1.75,0.48,-4.42,0.06,0.19,0.16,0.43,0.1,6,USA,False,False,Amérique du Nord
Rondae Hollis-Jefferson,23.5,199.81,98.2,50.83,7.8,5.05,1.77,-1.25,0.07,0.17,0.17,0.52,0.13,6,USA,False,False,Amérique du Nord
Ronnie Brewer,25.5,200.66,102.57,62.75,6.94,2.59,1.51,2.44,0.04,0.1,0.14,0.49,0.1,8,USA,False,False,Amérique du Nord
Ronnie Price,28.5,187.96,85.62,45.33,3.4,1.18,1.75,-2.47,0.03,0.08,0.16,0.45,0.2,12,USA,False,False,Amérique du Nord
Ronny Turiaf,27.5,208.28,112.35,47.3,3.86,3.39,1.13,-0.86,0.07,0.17,0.11,0.51,0.11,10,France,True,True,Europe
Rony Seikaly,33.0,210.82,114.76,46.33,10.77,6.27,0.93,-11.9,0.09,0.21,0.22,0.45,0.07,3,USA,False,False,Amérique du Nord
